City,At the beginning of the pandemic did you work or study?,Family,Friends,Pets,Roommates,People I didn't know,Alone,How many people did you live with in that period?,Bored.3c,Stressed.3c,Free.3c,Optimistic.3c,Peaceful.3c,Lonely.3c,Disappointed.3c,Frustrated.3c,Threatened.3c,Before covid,During covid,Bored.3e,Stressed.3e,Excited.3e,Hopeful.3e,Peaceful.3e,Lonely.3e,Vulnerable.3e,Disappointed.3e,Anxious.3e,Mask mandate.2020,Lockdown.2020,Closing Workplace/University.2020,Vaccination pass.2020,Social distancing.2020,Quarantine.2020,Mask mandate.2021,Lockdown.2021,Closing Workplace/University.2021,Vaccination pass.2021,Social distancing.2021,Quarantine.2021,Proud.4c,Optimistic.4c,Indifferent.4c,Vulnerable.4c,Disappointed.4c,Hostile.4c,Threatened.4c,Anxious.4c,Free.4c,No,"Yes, in 2020","Yes, in 2021","Yes, in 2022",Stressed.5b,Optimistic.5b,Peaceful.5b,Lonely.5b,Vulnerable.5b,Disappointed.5b,Frustrated.5b,Anxious.5b,Threatened.5b,What were the priorities in your life *before* COVID-19?.1,What were the priorities in your life *before* COVID-19?.2,What were the priorities in your life *before* COVID-19?.3,What were the priorities in your life *before* COVID-19?.4,What were the priorities in your life *before* COVID-19?.5,What were the priorities in your life *before* COVID-19?.6,What were the priorities in your life *during* COVID-19?.1,What were the priorities in your life *during* COVID-19?.2,What were the priorities in your life *during* COVID-19?.3,What were the priorities in your life *during* COVID-19?.4,What were the priorities in your life *during* COVID-19?.5,What were the priorities in your life *during* COVID-19?.6,What is your main source of income?,Bored.6b,Stressed.6b,Free.6b,Proud.6b,Optimistic.6b,Lonely.6b,Disappointed.6b,Frustrated.6b,Anxious.6b,Did your studying situation changed during COVID-19?,Change in personal interests,Change in learning modes,Family / Friends / Advisors Influence,Low grades,Better Career Prospects,Economic Difficulties,Started working,Other / I prefer not to answer,How would you describe your job?,"In your daily job, do you work directly with the public?",Free.7c,Aggressive.7c,Frustrated.7c,Disappointed.7c,Vulnerable.7c,Lonely.7c,Optimistic.7c,Enthusiastic.7c,Stressed.7c,Did your professional situation change during COVID-19?,Why did your professional situation change?,Meeting a small group of friends (2-6 people),"Going to public places (cinemas, theaters, restaurants, gym)",Taking public transportation,Going to a crowded event outdoors,Meeting a small group of friends (2-6 people).1,"Going to public places (cinemas, theaters, restaurants, gym).1",Taking public transportation.1,Going to a crowded event outdoors.1,Do you feel you have gone back to your “normality”?,What is your job sector?,What is your major?,What is your gender?,How old are you now?,Where did you grow up?,What is your ethnicity?,Which of these emotions do you associate with COVID-19?
Milan,Study,Family,,,,,,4,Bored,,,,Peaceful,,Disappointed,,,Daily,Daily,Bored,Stressed,,,,Lonely,,,,4,3,3,3,4,4,3,2,2,3,3,4,,,,,,,,,Free,No,,,,,,,,,,,,,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Mental health,Family,Physical health,Relationships,Career & Finances,Spirituality,Family,,Stressed,,,,,,Frustrated,Anxious,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,5,4,5,5,5,5,5,5,8,,Engineering and Technology,Male,20-24,I have always lived in Milan,White,
Milan,Study,Family,,,,,,3,,,Free,Optimistic,Peaceful,,,,,Daily,Daily,,,,,,,,Disappointed,Anxious,5,5,5,5,5,5,4,1,2,3,3,5,,,Indifferent,,Disappointed,,,,,,,,"Yes, in 2022",,,Peaceful,,,,,,,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Mental health,Family,Relationships,Physical health,Career & Finances,Spirituality,Family,Bored,,,Proud,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,5,4,3,5,6,,Engineering and Technology,Male,18-20,I'm Italian,White,
Milan,Study,Family,,,,,,4,,Stressed,,,Peaceful,,,Frustrated,,Daily,Daily,,Stressed,,,,,Vulnerable,,Anxious,4,4,4,5,4,5,4,3,2,5,4,4,,,,,Disappointed,Hostile,Threatened,,,No,,,,,,,,,,,,,Family,Career & Finances,Physical health,Relationships,Mental health,Spirituality,Physical health,Family,Relationships,Mental health,Career & Finances,Spirituality,Family,,Stressed,,,,Lonely,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,2,2,1,3,4,4,3,4,6,,Engineering and Technology,Female,20-24,I'm Italian,White,
Milan,Both,Family,,,,,,3,Bored,,,,Peaceful,,,,,Daily,Daily,Bored,,,,,,,,,5,5,5,5,5,5,5,4,4,5,5,5,,,Indifferent,,Disappointed,,Threatened,,,No,,,,,,,,,,,,,Physical health,Family,Mental health,Relationships,Spirituality,Career & Finances,Family,Physical health,Relationships,Mental health,Spirituality,Career & Finances,Job,Bored,,,,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,5,5,4,5,9,,Engineering and Technology,Male,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,2,,,,,Peaceful,,,,,Every 3 months,Every 3 months,,,,,Peaceful,,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Physical health,Career & Finances,Family,Relationships,Mental health,Spirituality,Physical health,Mental health,Family,Career & Finances,Relationships,Spirituality,Family,Bored,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,3,5,3,5,3,5,3,9,,Engineering and Technology,Male,20-24,I have always lived in Milan,White,
Milan,Study,Family,,,,,,2,,,,,Peaceful,,,,,Daily,Daily,,,,,Peaceful,,,,,4,4,4,5,3,5,4,3,4,5,3,5,,,,,Disappointed,Hostile,,,,No,,,,,,,,,,,,,Career & Finances,Relationships,Physical health,Mental health,Family,Spirituality,Relationships,Physical health,Career & Finances,Mental health,Family,Spirituality,Family,,,,,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,10,,Engineering and Technology,Male,18-20,I'm Italian,White,
Milan,Study,Family,,,Roommates,,,5,,Stressed,,,Peaceful,,,,Threatened,Daily,Daily,,,,,Peaceful,,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,,Disappointed,Hostile,Threatened,,,,,,"Yes, in 2022",Stressed,,,,Vulnerable,,Frustrated,,,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Career & Finances,Relationships,Spirituality,Family,,Stressed,,,,Lonely,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,4,3,1,2,4,4,3,3,6,,Engineering and Technology,Female,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,2,Bored,,,,,,,,,Daily,Daily,Bored,,,,,,,Disappointed,,4,4,5,4,5,4,3,3,4,5,5,4,,,,,Disappointed,,Threatened,Anxious,,,"Yes, in 2020",,,,,Peaceful,,,,,,,Physical health,Mental health,Relationships,Career & Finances,Family,Spirituality,Mental health,Physical health,Relationships,Career & Finances,Family,Spirituality,Family,,Stressed,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,5,5,5,5,8,,Engineering and Technology,Male,20-24,I'm Italian,White,
Milan,Study,Family,,,Roommates,,,3,,,,,Peaceful,,,,,Once a week,Once a week,,,,,Peaceful,,,,,5,2,3,3,4,5,5,1,2,2,3,5,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Career & Finances,Mental health,Physical health,Family,Relationships,Spirituality,Career & Finances,Physical health,Mental health,Relationships,Family,Spirituality,Family,Bored,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,4,3,3,2,5,4,4,3,9,,Engineering and Technology,Male,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,2,,,,Optimistic,Peaceful,,,,,Daily,Daily,,,,Hopeful,Peaceful,,,,,3,4,5,2,3,4,2,3,3,1,3,3,,,Indifferent,,,,,,,No,,,,,,,,,,,,,Mental health,Family,Career & Finances,Spirituality,Relationships,Physical health,Physical health,Family,Career & Finances,Relationships,Mental health,Spirituality,Family,,,Free,,,,,,,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,5,4,3,4,5,5,3,5,7,,Engineering and Technology,Other / I prefer not to answer,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,4,,,Free,,Peaceful,,,,,Once a week,Daily,,,,,Peaceful,,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,,Disappointed,,,,,,"Yes, in 2020",,,,,Peaceful,,,,,,,Relationships,Career & Finances,Mental health,Physical health,Family,Spirituality,Relationships,Career & Finances,Mental health,Physical health,Family,Spirituality,Family,,,,,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,3,3,4,5,4,4,5,9,,Engineering and Technology,Male,18-20,I'm Italian,White,
Milan,Study,Family,,,,,,3,,,,,Peaceful,,,,,Once a week,Once a week,,,,Hopeful,,,,,Anxious,5,4,5,5,5,5,5,2,3,5,5,4,,,,Vulnerable,Disappointed,,,,,No,,,,,,,,,,,,,Family,Physical health,Spirituality,Career & Finances,Relationships,Mental health,Physical health,Spirituality,Family,Relationships,Career & Finances,Mental health,Scholarship,Bored,Stressed,,,,Lonely,,,,No,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,5,5,5,5,10,,Engineering and Technology,Female,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,2,Bored,,,,Peaceful,,,,,Daily,Daily,,,,Hopeful,Peaceful,,,,,3,4,5,5,5,5,3,2,3,5,4,4,,,,,Disappointed,,,,,,"Yes, in 2020",,"Yes, in 2022",,,,,,,Frustrated,,,Career & Finances,Relationships,Family,Physical health,Mental health,Spirituality,Career & Finances,Physical health,Relationships,Family,Mental health,Spirituality,Other / I prefer not to answer,Bored,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,3,4,5,5,5,5,9,,Engineering and Technology,Male,20-24,I'm Italian,White,
Milan,Study,Family,Friends,,,,Alone,,,,,,,,,,,Daily,Daily,,,,,Peaceful,,,,,4,3,1,3,3,4,4,2,1,3,3,4,,,,,Disappointed,,,,,,,,"Yes, in 2022",,,Peaceful,,,,,,,Mental health,Physical health,Relationships,Family,Career & Finances,Spirituality,Mental health,Physical health,Relationships,Family,Career & Finances,Spirituality,Family,Bored,,,,,,Disappointed,,,No,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,5,4,4,4,9,,Engineering and Technology,Male,18-20,I'm Italian,White,
Milan,Study,Family,,,,,,1,,,,,Peaceful,,,,,Daily,Daily,,,,,,,Vulnerable,,,5,4,3,5,3,4,5,4,2,5,3,4,,,,,Disappointed,Hostile,,,,,,,"Yes, in 2022",,,Peaceful,,,,,,,Family,Relationships,Mental health,Physical health,Career & Finances,Spirituality,Family,Relationships,Mental health,Physical health,Career & Finances,Spirituality,Family,Bored,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,4,3,3,5,5,5,5,8,,Engineering and Technology,Female,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,,,,,Optimistic,Peaceful,Lonely,,,,Daily,Daily,,,Excited,Hopeful,Peaceful,,,,,3,4,4,5,3,4,2,2,1,5,2,3,,,,,Disappointed,Hostile,,,,,"Yes, in 2020","Yes, in 2021","Yes, in 2022",,,Peaceful,,,,,,,Career & Finances,Relationships,Family,Physical health,Mental health,Spirituality,Mental health,Physical health,Relationships,Family,Career & Finances,Spirituality,Family,,Stressed,,,,,,Frustrated,Anxious,No,,,,,,,,,,,,,,,,,,,,,,5,5,4,5,5,5,5,5,9,,"Commerce, Management, Tourism and Services",Male,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,5,Bored,Stressed,,,,,,Frustrated,,Daily,Once a week,,,Excited,Hopeful,,,Vulnerable,,,3,2,2,3,3,3,1,1,1,3,1,3,,,Indifferent,,,,,,,No,,,,,,,,,,,,,Relationships,Family,Mental health,Physical health,Spirituality,Career & Finances,Relationships,Family,Physical health,Mental health,Spirituality,Career & Finances,Scholarship,,Stressed,,,,Lonely,Disappointed,,,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,5,5,4,5,5,5,5,5,8,,Engineering and Technology,Female,18-20,I'm Italian,White,
Milan,Study,Family,,,,,,2,,,,,Peaceful,,,,,Daily,Daily,,,Excited,,,,,,,5,5,5,5,5,5,5,4,5,4,5,4,,,Indifferent,,,,,,,,,,"Yes, in 2022",,,Peaceful,,,,,,,Relationships,Family,Career & Finances,Physical health,Mental health,Spirituality,Relationships,Family,Career & Finances,Mental health,Physical health,Spirituality,Family,,,Free,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,4,3,3,4,5,4,4,4,9,,Engineering and Technology,Female,18-20,I'm Italian,White,
Milan,Study,Family,,,,,,3,Bored,,,,Peaceful,,,,,Once a week,Daily,,Stressed,,,,,,Disappointed,,5,5,5,5,5,5,5,3,3,3,5,5,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Career & Finances,Physical health,Family,Mental health,Relationships,Spirituality,Physical health,Career & Finances,Family,Mental health,Relationships,Spirituality,Family,Bored,,,,Optimistic,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,5,5,4,5,5,5,5,5,8,,Engineering and Technology,Male,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,3,Bored,,,,Peaceful,,,,Threatened,Daily,Daily,,,Excited,,,Lonely,,,Anxious,4,3,4,4,3,4,2,2,2,4,3,3,,,,,Disappointed,,Threatened,,,,,"Yes, in 2021",,,,Peaceful,Lonely,,,,,,Family,Relationships,Mental health,Physical health,Career & Finances,Spirituality,Family,Relationships,Mental health,Career & Finances,Physical health,Spirituality,Family,,Stressed,,,,,Disappointed,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,4,5,5,5,4,5,8,,Engineering and Technology,Male,18-20,I'm Italian,White,
Milan,Study,Family,,,,,,3,,,,,Peaceful,,,,,Daily,Daily,,,,Hopeful,Peaceful,Lonely,,,,5,5,4,5,5,5,5,4,3,5,4,4,,,,,Disappointed,,Threatened,,,No,,,,,,,,,,,,,Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality,Mental health,Physical health,Family,Relationships,Career & Finances,Spirituality,Other / I prefer not to answer,Bored,,,,,Lonely,,Frustrated,,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,5,4,4,4,7,,Engineering and Technology,Male,20-24,I'm Italian,Other / I prefer not to answer,
Milan,Study,Family,,,,,,2,Bored,,,,Peaceful,,,,,Daily,Once a week,Bored,Stressed,,,,,,,,5,5,5,5,5,5,4,3,2,5,4,5,,,,Vulnerable,,Hostile,Threatened,,,No,,,,,,,,,,,,,Relationships,Family,Career & Finances,Physical health,Mental health,Spirituality,Relationships,Family,Career & Finances,Physical health,Mental health,Spirituality,Family,,Stressed,,,,Lonely,,,Anxious,Yes because I changed my field of study,Change in personal interests,,Family / Friends / Advisors influence,,,,,,,,,,,,,,,,,,,5,5,4,4,5,5,4,5,8,,Engineering and Technology,Female,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,2,,,,,Peaceful,Lonely,,,,Once a week,Every 3 months,Bored,,,,,,,,,5,5,5,5,4,5,5,4,4,5,4,5,,,,,Disappointed,Hostile,,,,No,,,,,,,,,,,,,Relationships,Career & Finances,Family,Physical health,Mental health,Spirituality,Physical health,Mental health,Family,Career & Finances,Relationships,Spirituality,Family,Bored,,,,,Lonely,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,5,5,5,5,8,,Engineering and Technology,Female,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,3,,,,,Peaceful,,,,,Once a week,Daily,,,,,Peaceful,,,,,5,5,5,5,5,5,4,4,4,4,4,4,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Family,Mental health,Physical health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,,,Free,Proud,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,4,3,3,2,5,5,5,4,9,,Engineering and Technology,Male,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,3,Bored,,Free,,Peaceful,,,,,Once a week,Daily,,,,Hopeful,Peaceful,,,,,5,3,2,1,3,3,4,2,1,1,3,2,,,Indifferent,,,,,,,,,"Yes, in 2021",,,,Peaceful,,,,,,,Career & Finances,Relationships,Family,Physical health,Spirituality,Mental health,Career & Finances,Relationships,Family,Physical health,Spirituality,Mental health,Family,Bored,,Free,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,4,5,5,5,5,7,,Engineering and Technology,Male,20-24,I'm Italian,White,
Milan,Study,Family,Friends,,,,,2,Bored,Stressed,,,,,,,,Daily,Daily,Bored,Stressed,,,,,,Disappointed,,3,2,2,5,3,2,2,1,1,3,2,1,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Family,,,Free,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,5,5,5,5,8,,Engineering and Technology,Male,18-20,I'm Italian,White,
Milan,Study,Family,,,,,,5,,Stressed,,,,Lonely,,Frustrated,,Daily,Daily,,,,,Peaceful,,,,,5,4,1,5,2,4,5,4,2,4,3,4,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Career & Finances,Mental health,Family,Relationships,Physical health,Spirituality,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Family,,Stressed,,,,,Disappointed,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,7,,Engineering and Technology,Male,18-20,I'm Italian,White,
Milan,Study,Family,,,,,,3,,,,,Peaceful,,,,,Daily,Daily,Bored,,,,Peaceful,,,,,5,5,3,5,5,5,5,3,1,5,5,5,,,,,Disappointed,Hostile,,,,,,,"Yes, in 2022",Stressed,,,Lonely,,,Frustrated,,,Relationships,Physical health,Mental health,Family,Career & Finances,Spirituality,Physical health,Mental health,Family,Career & Finances,Relationships,Spirituality,Family,Bored,,Free,,,Lonely,,,,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,3,4,1,1,3,3,1,1,7,,Engineering and Technology,Male,18-20,I have always lived in Milan,White,
Milan,Study,Family,,Pets,,,,,Bored,Stressed,,,,,,Frustrated,,Daily,Daily,,,,,,Lonely,,,,5,2,1,5,3,5,1,1,1,1,1,1,,,,,Disappointed,Hostile,Threatened,,,,,,"Yes, in 2022",Stressed,,,,,Disappointed,Frustrated,,,Physical health,Career & Finances,Mental health,Relationships,Family,Spirituality,Physical health,Career & Finances,Mental health,Family,Relationships,Spirituality,Family,,Stressed,,,,,Disappointed,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,5,5,1,5,5,5,2,5,8,,Engineering and Technology,Male,24-30,I'm Italian,White,
Milan,Study,Family,,,,,,4,,,,,Peaceful,,,,,Once a week,Monthly,,Stressed,,,,Lonely,,Disappointed,,1,1,1,1,1,2,1,1,1,1,1,1,Proud,Optimistic,,,,,,,Free,,,,"Yes, in 2022",,,Peaceful,,,,,,,Mental health,Physical health,Family,Relationships,Career & Finances,Spirituality,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Family,Bored,,,,,,Disappointed,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,8,,Engineering and Technology,Male,20-24,I have always lived in Milan,White,
Milan,Study,Family,,,,,,2,,,,,Peaceful,,,,,Daily,Daily,,,,,,Lonely,Vulnerable,,,5,3,1,5,5,3,4,2,1,5,5,4,,,,,,Hostile,,,,No,,,,,,,,,,,,,Family,Career & Finances,Relationships,Mental health,Physical health,Spirituality,Family,Relationships,Mental health,Physical health,Career & Finances,Spirituality,Family,Bored,Stressed,,,,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,5,4,3,3,5,5,5,5,7,,Engineering and Technology,Female,24-30,I have always lived in Milan,White,
Milan,Study,Family,,,,,,3,,,,,Peaceful,,,,,Daily,Daily,,,,,Peaceful,,,,,4,4,4,3,4,5,4,4,4,3,4,5,,,,,Disappointed,,,,,,,"Yes, in 2021",,,,Peaceful,,,,,,,Mental health,Physical health,Family,Relationships,Career & Finances,Spirituality,Mental health,Physical health,Family,Relationships,Career & Finances,Spirituality,Family,,,Free,,Optimistic,,,,,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,4,4,3,3,8,,Engineering and Technology,Male,20-24,I'm Italian,White,
Milan,Study,,,,,,Alone,,,,,,,,,,,Daily,Daily,Bored,,,,,,,,,4,1,1,4,1,3,1,1,1,1,1,1,,,Indifferent,,,,,,,No,,,,,,,,,,,,,Family,Career & Finances,Physical health,Relationships,Mental health,Spirituality,Career & Finances,Physical health,Relationships,Family,Mental health,Spirituality,Family,,Stressed,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,10,,Engineering and Technology,Female,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,3,Bored,,,,Peaceful,Lonely,,,,Daily,Daily,,,,,Peaceful,,,Disappointed,,4,4,4,4,4,5,2,1,1,4,2,4,,,,,,Hostile,,,,No,,,,,,,,,,,,,Relationships,Physical health,Family,Mental health,Career & Finances,Spirituality,Mental health,Relationships,Family,Physical health,Career & Finances,Spirituality,Family,Bored,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,5,5,5,5,8,,Engineering and Technology,Male,18-20,I'm Italian,White,
Milan,Study,Family,,,,,,2,,,Free,Optimistic,Peaceful,,,,,Daily,Daily,,,Excited,Hopeful,Peaceful,,,,,1,2,1,1,1,2,1,1,1,1,1,1,Proud,Optimistic,,,,,,,Free,No,,,,,,,,,,,,,Spirituality,Family,Mental health,Physical health,Relationships,Career & Finances,Spirituality,Family,Mental health,Physical health,Relationships,Career & Finances,Family,,,Free,,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,10,,Engineering and Technology,Male,24-30,I'm Italian,Other / I prefer not to answer,
Milan,Study,Family,,,,,,7,Bored,,,,,,Disappointed,,Threatened,Daily,Daily,,Stressed,,,,,,,,5,3,4,5,4,4,2,1,1,5,1,3,,,,,Disappointed,Hostile,,,,No,,,,,,,,,,,,,Family,Mental health,Physical health,Relationships,Career & Finances,Spirituality,Family,Mental health,Relationships,Physical health,Career & Finances,Spirituality,Family,Bored,Stressed,,,,,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,4,3,4,8,,Engineering and Technology,Female,18-20,I'm Italian,White,
Milan,Study,,,,Roommates,,Alone,,,,,,,,,,,Daily,Daily,Bored,,,,,,,,,5,5,4,5,5,5,5,5,1,5,5,5,,,,,,Hostile,Threatened,Anxious,,,,,"Yes, in 2022",,Optimistic,Peaceful,,,,,,,Physical health,Mental health,Relationships,Career & Finances,Family,Spirituality,Physical health,Mental health,Career & Finances,Relationships,Family,Spirituality,Family,Bored,Stressed,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,4,3,3,2,5,4,3,3,8,,Engineering and Technology,Male,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,3,,,,,Peaceful,,,,,Daily,Daily,,Stressed,,,,,,,,5,5,4,5,5,5,5,4,3,5,4,5,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Mental health,Physical health,Family,Relationships,Career & Finances,Spirituality,Mental health,Physical health,Family,Career & Finances,Relationships,Spirituality,Job,Bored,,,,,,,Frustrated,,Yes because I changed my field of study,Change in personal interests,,,,Better Career Prospects,,,,,,,,,,,,,,,,,5,3,4,3,5,4,4,4,8,,Engineering and Technology,Male,20-24,I'm Italian,White,
Milan,Study,Family,Friends,,,,,9,,Stressed,,Optimistic,,,,Frustrated,,Once a week,Once a week,Bored,Stressed,,,,Lonely,,,,4,4,2,4,4,5,4,2,1,4,3,5,,,,,Disappointed,Hostile,,,,,,,"Yes, in 2022",,,,Lonely,Vulnerable,,,,Threatened,Relationships,Family,Career & Finances,Physical health,Mental health,Spirituality,Mental health,Physical health,Relationships,Family,Career & Finances,Spirituality,Family,,Stressed,,,,Lonely,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,4,4,4,5,5,5,5,5,8,,Engineering and Technology,Female,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,3,,,,Optimistic,Peaceful,Lonely,,,,Daily,Daily,,,Excited,Hopeful,Peaceful,,,,,4,5,1,4,3,5,4,3,1,4,3,3,,,Indifferent,,Disappointed,,Threatened,,,,,,"Yes, in 2022",Stressed,,,,,,Frustrated,,Threatened,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Physical health,Family,Relationships,Mental health,Career & Finances,Spirituality,Family,,,,,,Lonely,,Frustrated,Anxious,Yes because I changed my field of study,,Change in learning modes,,Low grades,,Economic difficulties,,,,,,,,,,,,,,,,4,3,2,3,5,4,3,5,8,,Engineering and Technology,Female,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,3,Bored,,Free,,,Lonely,,,,Once a week,Monthly,,,,,,Lonely,Vulnerable,Disappointed,,5,5,2,5,5,5,5,4,1,5,5,5,,,,,Disappointed,,,,,,,,"Yes, in 2022",,,Peaceful,Lonely,,Disappointed,,,,Relationships,Physical health,Mental health,Career & Finances,Family,Spirituality,Mental health,Career & Finances,Relationships,Family,Physical health,Spirituality,Family,Bored,,,,,Lonely,,Frustrated,,Yes because I changed my field of study,,,,,,,,Other / I prefer not to answer,,,,,,,,,,,,,,5,5,5,3,3,4,5,5,5,,Engineering and Technology,Male,18-20,I'm Italian,White,
Milan,Neither,,Friends,,,,,2,,Stressed,,,,Lonely,,Frustrated,,Daily,Daily,,,,,,Lonely,,Disappointed,Anxious,5,5,5,5,5,5,4,3,4,5,2,4,,,,Vulnerable,Disappointed,,Threatened,,,,,,"Yes, in 2022",,Optimistic,Peaceful,,Vulnerable,,,,,Career & Finances,Mental health,Family,Spirituality,Physical health,Relationships,Mental health,Family,Relationships,Career & Finances,Physical health,Spirituality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,3,5,5,5,5,8,Materials Extraction & Refinement,,Male,20-24,I come from abroad,Hispanic / Latino,
Milan,Study,Family,Friends,,,,,4,Bored,,,,Peaceful,,,,,Daily,Daily,,Stressed,,,,,,Disappointed,,2,2,4,4,3,5,1,2,2,4,3,4,,,,,Disappointed,Hostile,,,,,,,"Yes, in 2022",,Optimistic,Peaceful,,,,Frustrated,,,Relationships,Family,Physical health,Mental health,Career & Finances,Spirituality,Family,Relationships,Physical health,Mental health,Career & Finances,Spirituality,Family,Bored,,,,,Lonely,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,5,5,5,5,8,,Engineering and Technology,Male,20-24,I have always lived in Milan,White,
Milan,Both,Family,,,,,,3,,Stressed,,,,,,,,Daily,Daily,,,Excited,,,,,,,4,5,3,4,4,5,4,4,3,3,4,5,,,Indifferent,,,,,,,No,,,,,,,,,,,,,Relationships,Mental health,Physical health,Family,Career & Finances,Spirituality,Physical health,Mental health,Family,Career & Finances,Relationships,Spirituality,Family,,Stressed,,,,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,3,3,1,2,5,5,3,4,8,,Engineering and Technology,Male,20-24,I'm Italian,White,
Milan,Study,Family,,,,,,3,Bored,,,,,,,,,Daily,Daily,,,,,,Lonely,,,Anxious,5,5,5,5,5,5,5,2,1,5,5,5,,,,,Disappointed,,Threatened,,,,"Yes, in 2020",,,,,,,,,,Anxious,,Relationships,Physical health,Career & Finances,Spirituality,Mental health,Family,Physical health,Family,Career & Finances,Mental health,Relationships,Spirituality,Family,Bored,,,,,Lonely,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,3,1,3,2,5,4,3,5,9,,Engineering and Technology,Female,20-24,I have always lived in Milan,White,
